CONG119,STATE,DISTRICT,TOTPOP20,NH White,NH Black plus NH Black and White,NH Asian plus NH Asian and White,NH American Indian plus NH American Indian and White,NH Pacific Islander plus NH Pacific Islander and White,NH Some Other Race plus NH Some Other Race and White,NH Other multiple-race,Hispanic,TOT_HOUS22_est,LESS_10K22_est,10K_15K22_est,15K_20K22_est,20K_25K22_est,25K_30K22_est,30K_35K22_est,35K_40K22_est,40K_45K22_est,45K_50K22_est,50K_60K22_est,60K_75K22_est,75K_100K22_est,100_125K22_est,125_150K22_est,150_200K22_est,200K_MOR22_est,Median_HH_Income_Est,BACH_PLUS_pct,FOREIGN_BORN_pct,ENG_LW_pct,Total_20_Pres_Votes_Est,G20PREDBID_pct,G20PRELJOR_pct,G20PRERTRU_pct
MO-08,MO,08,769364,0.8684,0.053,0.0112,0.0281,0.0006,0.0121,0.0024,0.0242,297054.02,17136.53,17772.44,14854.22,15558.18,15746.72,15440.12,13311.25,12466.77,12953.68,23436.87,30662.75,39129.39,25451.76,16899.61,15102.21,11131.53,50K_60K,0.1967,0.022,0.0082,365532.09,0.2371,0.0113,0.7517
MS-01,MS,01,740319,0.6466,0.2808,0.0123,0.012,0.0005,0.0062,0.0033,0.0383,281190.01,16762.62,15617.07,14063.0,14631.47,12467.88,13045.13,12831.14,11578.39,11473.61,21060.9,26847.24,37229.31,26535.99,16325.43,17106.6,13614.25,50K_60K,0.2312,0.0306,0.0175,331282.75,0.3367,0.0074,0.6559
MS-02,MS,02,740319,0.3177,0.6374,0.0066,0.0072,0.0002,0.0035,0.0045,0.0229,277605.26,25854.54,24164.84,17907.76,18144.06,18123.17,14954.38,13573.68,12253.18,11832.5,21192.5,23272.16,29495.65,16243.54,10458.21,10859.35,9275.74,40K_45K,0.212,0.0172,0.0135,330405.74,0.63,0.0032,0.3668
MS-03,MS,03,740320,0.5928,0.3365,0.0144,0.0188,0.0004,0.0053,0.0036,0.0283,280634.53,21725.1,16361.33,15200.89,13959.7,12611.79,12569.49,12122.67,12004.21,11495.46,19945.5,25906.35,33169.7,23396.6,16233.75,17590.76,16341.23,50K_60K,0.2774,0.0264,0.0145,342749.51,0.3746,0.006,0.6195
MS-04,MS,04,740321,0.657,0.2369,0.0212,0.0173,0.001,0.009,0.005,0.0526,281839.19,19084.75,16015.76,14637.36,14339.77,13206.16,13263.0,12300.51,12215.22,12685.43,21872.1,27217.25,35199.33,24500.87,15807.61,15710.29,13783.78,50K_60K,0.235,0.0381,0.0192,299750.35,0.3047,0.0083,0.6871
MT-01,MT,01,542112,0.8482,0.007,0.0146,0.0683,0.0016,0.0166,0.0028,0.0409,223391.4,10651.75,10088.14,8058.68,9388.01,10390.8,9385.41,8864.14,9304.14,9328.27,16857.54,23773.34,30260.62,20995.22,13502.0,15519.74,17023.61,60K_75K,0.3723,0.0366,0.0098,316602.67,0.453,0.0253,0.5218
MT-02,MT,02,542113,0.8144,0.0103,0.0117,0.1009,0.0015,0.0146,0.0041,0.0425,220525.6,9835.25,8937.86,8163.32,8791.99,9528.2,9544.59,9693.86,8983.86,9084.73,17658.46,22968.66,30530.38,21555.78,14569.0,15773.26,14906.39,60K_75K,0.3068,0.0245,0.0068,287038.05,0.3532,0.0253,0.6216
NC-01,NC,01,745670,0.4811,0.4038,0.0105,0.0148,0.0006,0.0064,0.0071,0.0757,298936.62,19253.12,19957.32,17894.29,16094.83,16073.06,15208.43,12898.03,15112.09,13144.19,25095.3,27313.44,37021.96,23348.72,15494.09,14302.06,10725.69,50K_60K,0.1915,0.0488,0.0273,386726.43,0.5056,0.0056,0.4888
NC-02,NC,02,745670,0.5372,0.2367,0.0673,0.0095,0.0008,0.0113,0.0079,0.1293,295905.23,10966.84,7191.89,7201.75,9737.75,7716.21,11065.5,10198.59,10734.85,9149.21,21481.31,25587.9,37246.16,30373.81,23208.74,30851.45,43193.26,75K_100K,0.5291,0.143,0.063,408477.85,0.6717,0.0116,0.3167
NC-03,NC,03,745671,0.6221,0.2138,0.0221,0.0167,0.0021,0.0091,0.008,0.1061,297573.82,17634.57,15037.2,12801.8,12922.39,13890.99,14635.22,14685.66,14313.54,12537.33,23287.35,31368.9,39196.28,26996.45,17622.09,16243.7,14400.36,50K_60K,0.2691,0.0619,0.0348,364559.43,0.4078,0.0108,0.5814
NC-04,NC,04,745671,0.5308,0.206,0.119,0.0094,0.0005,0.0119,0.0072,0.1152,287443.38,11490.54,6597.43,7200.41,8368.32,8059.73,8972.8,9018.51,8321.0,8852.55,17765.86,24095.8,33359.96,30829.1,22958.62,32409.98,49142.74,75K_100K,0.5923,0.1677,0.0609,417196.1,0.727,0.0095,0.2635
NC-05,NC,05,745671,0.6804,0.1874,0.0252,0.0141,0.0005,0.0076,0.0057,0.0792,300637.95,18343.28,17427.91,16237.95,15146.12,15119.3,15386.03,14064.68,14168.16,13774.17,24324.04,26678.82,36909.48,25265.19,16938.97,15496.24,15357.61,50K_60K,0.2588,0.068,0.0348,398828.27,0.4191,0.0073,0.5736
NC-06,NC,06,745671,0.6255,0.1951,0.0399,0.0159,0.0006,0.0087,0.0059,0.1084,291795.12,14495.27,12472.63,11379.96,13274.52,12716.09,13335.52,13167.07,14017.92,11899.13,23267.68,28130.72,40581.8,27876.31,17912.58,18940.56,18327.35,60K_75K,0.2903,0.0922,0.0459,379221.15,0.4141,0.0086,0.5773
NC-07,NC,07,745671,0.642,0.202,0.0178,0.0359,0.0016,0.0098,0.0083,0.0826,305182.67,20010.0,13693.66,12389.8,13310.72,13287.66,12218.39,11548.24,12533.02,12125.05,25174.68,29538.68,39756.06,28648.23,19331.18,21177.28,20440.02,60K_75K,0.3144,0.0598,0.0285,413615.94,0.4402,0.0089,0.5508
NC-08,NC,08,745671,0.6079,0.1738,0.0403,0.068,0.0005,0.0091,0.0065,0.0939,264963.63,12940.99,10289.71,9540.27,9656.62,10338.99,9847.21,9796.52,9040.84,9585.63,17064.43,23233.61,33664.26,25194.41,19553.4,22741.84,32474.9,75K_100K,0.335,0.0895,0.0415,395081.35,0.407,0.0078,0.5852
NC-09,NC,09,745671,0.5869,0.22,0.024,0.0221,0.0021,0.0092,0.0094,0.1264,290284.38,14865.5,12759.08,12228.5,12324.52,13074.09,13881.75,13246.35,13023.59,12101.79,23896.12,30772.92,38671.72,27582.51,17005.08,18047.02,16803.85,60K_75K,0.2717,0.0828,0.0434,370067.7,0.4258,0.0088,0.5654
NC-10,NC,10,745670,0.6612,0.1655,0.0302,0.0149,0.0008,0.0087,0.0048,0.1139,295736.97,14764.18,12075.83,11918.13,13347.13,14275.92,13692.78,9994.31,14111.88,12359.9,22729.36,29446.41,39823.72,27027.34,17572.24,18811.69,23786.14,60K_75K,0.3034,0.0805,0.0456,395200.77,0.4153,0.0083,0.5765
NC-11,NC,11,745670,0.8232,0.0399,0.0129,0.0332,0.0013,0.0097,0.0032,0.0766,304638.65,15039.69,15803.78,14271.2,13530.52,14376.07,14949.95,14429.32,14097.05,13001.39,22943.42,31186.88,39581.46,26875.16,18691.33,16965.03,18896.38,50K_60K,0.3348,0.0571,0.0285,430749.13,0.4403,0.0088,0.5508
NC-12,NC,12,745670,0.3587,0.3754,0.0617,0.0077,0.0007,0.0105,0.0095,0.1757,307371.98,14455.52,10333.13,9442.34,10758.86,11697.16,12732.99,12525.45,13342.14,14117.79,25853.84,33025.48,38537.75,27889.41,19715.58,22386.29,30558.27,60K_75K,0.434,0.182,0.1087,351270.52,0.7475,0.0095,0.2429
NC-13,NC,13,745670,0.6315,0.1888,0.016,0.0159,0.0011,0.0096,0.0066,0.1306,274200.51,11548.35,9892.14,10139.1,9307.35,10968.32,9425.25,9003.67,10081.09,10070.82,19670.79,27770.67,37212.14,30129.87,21578.84,24046.53,23355.57,60K_75K,0.2907,0.0757,0.0414,387292.86,0.4082,0.0105,0.5813
NC-14,NC,14,745671,0.6766,0.1633,0.0428,0.0156,0.0006,0.0092,0.0054,0.0864,290561.09,13513.16,11344.29,11228.5,11240.34,12355.4,11678.19,10656.59,11575.82,12421.05,20289.81,27251.78,37187.24,28063.47,19468.26,22754.33,29532.85,60K_75K,0.3349,0.0858,0.0374,393458.87,0.415,0.008,0.577
ND-AT-LARGE,ND,AT-LARGE,779094,0.8165,0.0398,0.0217,0.0654,0.0016,0.0086,0.0034,0.0429,320038.0,14640.0,11619.0,11178.0,11278.0,12309.0,11189.0,11145.0,11669.0,11621.0,24520.0,30577.0,44389.0,34919.0,25356.0,26887.0,26742.0,60K_75K,0.3143,0.0545,0.0215,360163.12,0.3194,0.026,0.6546
NE-01,NE,01,653822,0.7788,0.0444,0.0363,0.0153,0.0011,0.0111,0.0041,0.1089,257783.39,9822.95,6981.21,8066.9,8635.44,9693.75,10781.19,9553.15,10051.96,10923.36,19652.28,26115.11,37048.93,28347.46,20257.83,22212.45,19639.42,60K_75K,0.3533,0.0864,0.0486,316434.64,0.4328,0.0238,0.5434
NE-02,NE,02,653847,0.678,0.1106,0.0517,0.0135,0.0011,0.0111,0.0061,0.1278,256403.02,11237.48,8747.86,7402.48,7900.59,8416.71,9496.68,8161.71,9315.77,8611.28,17265.79,25356.62,33133.1,29088.73,19559.11,23997.66,28711.44,75K_100K,0.4157,0.0992,0.0587,312946.93,0.5216,0.02,0.4583
NE-03,NE,03,653835,0.8139,0.0172,0.0099,0.0256,0.001,0.0084,0.0017,0.1223,262192.59,11593.57,11205.93,10867.62,11711.97,11974.54,11312.13,12011.14,10877.27,10845.37,21600.93,28476.27,37135.97,27003.81,16436.05,17017.89,12122.14,60K_75K,0.238,0.061,0.0443,322329.75,0.2308,0.0201,0.7491
NH-01,NH,01,688764,0.8727,0.0207,0.0315,0.0141,0.0007,0.0144,0.0026,0.0433,275043.77,7888.22,7781.3,7015.42,7417.13,7557.84,8017.15,8172.47,7487.14,8400.36,17630.82,24096.31,36622.61,30779.18,24551.05,31790.36,39836.4,75K_100K,0.3965,0.0702,0.0249,403199.08,0.5216,0.0161,0.4623
NH-02,NH,02,688765,0.8705,0.0171,0.0332,0.0166,0.0006,0.0166,0.0025,0.043,270072.23,8136.78,7552.7,7745.58,7967.87,8478.16,8760.85,8338.53,7395.86,9408.64,17227.18,23272.69,35019.39,30601.82,22598.95,31239.64,36327.6,75K_100K,0.3846,0.068,0.0222,400635.59,0.5357,0.0169,0.4474
NJ-01,NJ,01,771744,0.5953,0.1698,0.0593,0.0081,0.0006,0.0109,0.0067,0.1494,293006.6,13647.16,10197.0,8003.1,9388.0,10228.06,9653.99,9276.08,7825.37,9300.99,18341.92,24734.59,37649.4,30748.51,25178.95,32286.16,36547.3,75K_100K,0.3412,0.1082,0.0698,400124.06,0.619,0.0078,0.3732
NJ-02,NJ,02,779056,0.6358,0.1207,0.042,0.0106,0.0005,0.0114,0.0054,0.1736,299314.76,12744.87,10813.27,9092.98,11756.15,10948.91,10985.78,9933.36,9799.57,9652.05,19961.47,27079.27,38044.61,31451.16,23481.08,29417.65,34152.59,75K_100K,0.2926,0.1055,0.077,407915.69,0.4709,0.0076,0.5215
NJ-03,NJ,03,778024,0.6328,0.1317,0.093,0.0068,0.0006,0.0146,0.0073,0.1134,288087.39,8552.0,4550.0,5208.54,7064.0,5995.04,6398.0,6704.32,7262.0,7267.0,14334.0,21366.04,34676.0,32440.96,24971.0,38433.75,62864.75,100_125K,0.4521,0.1632,0.0706,438219.75,0.5669,0.008,0.4251
NJ-04,NJ,04,772969,0.8046,0.0374,0.0304,0.0061,0.0004,0.0154,0.0028,0.1029,289037.05,9551.15,6520.67,7658.52,9283.64,9295.73,9639.49,10296.48,8473.74,8889.84,17785.12,23373.56,32549.74,29403.4,24234.98,32469.61,49611.38,75K_100K,0.3903,0.0988,0.0414,426434.12,0.3833,0.0073,0.6094
NJ-05,NJ,05,773218,0.592,0.0562,0.1679,0.0041,0.0003,0.0124,0.0047,0.1623,283521.15,8069.88,4970.0,5501.56,5628.41,5740.18,6448.0,6110.0,5906.94,5642.49,12070.34,18285.13,28332.2,27285.45,24908.18,38850.58,79771.81,125_150K,0.5345,0.2694,0.1136,430086.08,0.5588,0.0071,0.4341
NJ-06,NJ,06,773768,0.4177,0.1102,0.198,0.0042,0.0004,0.0176,0.0064,0.2455,276863.08,11091.86,8315.48,6971.01,7809.67,7118.64,7082.98,7735.48,6821.5,6446.35,14277.36,21630.71,34790.61,30016.9,24568.06,34439.83,47746.65,75K_100K,0.4152,0.2995,0.1435,332060.87,0.5956,0.0069,0.3975
NJ-07,NJ,07,774294,0.7078,0.0537,0.0921,0.0056,0.0003,0.0149,0.0039,0.1218,291496.32,6904.45,4431.25,4653.26,6365.0,5602.6,5233.74,5580.96,5737.48,5687.08,12409.68,19386.32,31023.39,28392.54,25086.13,40417.04,84585.43,125_150K,0.5366,0.1645,0.0579,459056.06,0.5135,0.0099,0.4766
NJ-08,NJ,08,772366,0.2488,0.0818,0.1232,0.0024,0.0004,0.0269,0.0062,0.5104,300975.52,15337.17,14194.28,10050.47,10490.29,11765.52,10229.06,9426.97,9263.24,10475.3,18474.66,25390.96,35462.61,25534.11,19482.52,27789.47,47608.89,75K_100K,0.3905,0.4666,0.2964,238464.89,0.7225,0.005,0.2725
NJ-09,NJ,09,772060,0.3825,0.0841,0.0953,0.0026,0.0002,0.0154,0.0042,0.4157,271929.52,12511.91,10460.74,7827.94,8827.08,9652.15,9511.19,8390.38,8076.19,8597.07,16479.64,23170.79,32289.43,27505.9,20132.33,27742.7,40754.07,75K_100K,0.3286,0.3896,0.2385,313095.3,0.5935,0.0044,0.4021
NJ-10,NJ,10,773536,0.1881,0.4925,0.0663,0.0025,0.0003,0.0186,0.018,0.2138,281850.47,22248.87,15542.76,12027.53,10148.22,10053.62,10954.95,9796.98,8512.11,9472.62,17697.5,26762.12,30761.83,25377.69,18678.14,23605.69,30209.83,60K_75K,0.3148,0.3222,0.1417,290745.8,0.8125,0.0032,0.1843
NJ-11,NJ,11,773263,0.6165,0.0663,0.1292,0.0034,0.0003,0.0143,0.005,0.165,283043.82,8228.21,4012.97,4152.24,5063.99,6305.93,5286.26,4875.54,5482.96,5935.17,10752.91,18780.5,29521.46,28242.46,22308.55,37684.16,86410.51,125_150K,0.5804,0.2243,0.0884,434416.79,0.5813,0.0066,0.4121
NJ-12,NJ,12,774696,0.3985,0.1619,0.2018,0.0036,0.0004,0.0124,0.0067,0.2148,279036.32,11032.46,8599.58,6057.85,6446.54,6439.62,6428.56,7426.45,7716.9,7467.04,13953.39,19045.01,32628.74,28597.93,22308.08,33700.35,61187.79,100_125K,0.4849,0.31,0.1447,352664.83,0.669,0.0073,0.3237
NM-01,NM,01,705832,0.4553,0.0292,0.0349,0.0527,0.0015,0.0126,0.0051,0.4089,299337.98,18731.98,13404.72,12999.53,12298.51,13011.96,12595.59,11266.72,11721.63,11935.4,23223.71,28263.32,36947.02,27367.5,19895.65,22713.5,22961.24,60K_75K,0.3791,0.0928,0.0538,356049.42,0.565,0.0159,0.4191
NM-02,NM,02,705846,0.2943,0.0212,0.014,0.0579,0.0011,0.009,0.0032,0.5993,251518.23,18099.97,15754.48,12786.47,14615.68,11948.12,13656.72,11045.96,10170.59,9650.3,19644.91,24824.73,30581.87,20721.46,14945.51,13242.64,9828.8,50K_60K,0.2281,0.1284,0.121,262669.3,0.5233,0.0127,0.464
NM-03,NM,03,705844,0.3455,0.0153,0.0147,0.1864,0.0008,0.0103,0.0033,0.4238,261995.8,18646.05,15516.81,13434.0,12635.8,12465.92,11484.7,11338.32,9729.78,10944.29,19574.37,24980.94,31103.11,20619.04,15089.84,17602.86,16829.96,50K_60K,0.2569,0.0866,0.0909,297372.15,0.5481,0.0121,0.4398
NV-01,NV,01,773758,0.3964,0.1103,0.0884,0.0118,0.0084,0.011,0.0131,0.3605,284379.58,19328.62,10787.83,10731.36,12452.48,11927.68,13330.83,11531.17,12535.8,11453.79,21938.66,27351.04,38382.46,23664.56,17251.58,20344.45,21367.28,60K_75K,0.241,0.2415,0.1433,320749.39,0.5387,0.0091,0.4522
NV-02,NV,02,777417,0.6282,0.0257,0.0541,0.0334,0.0065,0.0147,0.0061,0.2314,305311.48,12340.74,8644.48,9185.34,9848.0,10914.81,10569.66,10749.33,10286.18,10583.97,21736.43,29954.01,42799.38,35243.54,25434.07,27462.44,29559.1,75K_100K,0.2817,0.1329,0.0615,396130.07,0.4369,0.0144,0.5487
NV-03,NV,03,775299,0.4393,0.1079,0.1906,0.0098,0.0123,0.0117,0.0169,0.2116,303223.92,15933.95,6727.12,7876.65,10259.85,10401.96,10994.92,10280.08,10810.29,12048.38,21466.55,31200.67,40347.7,32137.38,21980.85,28250.12,32507.45,75K_100K,0.3335,0.2547,0.1147,359307.83,0.5293,0.0086,0.4622
NV-04,NV,04,778140,0.373,0.1712,0.0636,0.0132,0.0092,0.0109,0.0152,0.3436,270756.03,15203.69,9760.57,8259.65,11127.68,10682.55,10820.59,10681.42,11348.73,11957.86,21194.37,27760.28,37123.46,28652.51,18934.5,19775.0,17473.17,60K_75K,0.2002,0.1951,0.1231,311970.91,0.5368,0.0099,0.4533
NY-01,NY,01,776971,0.7225,0.0477,0.0577,0.0053,0.0003,0.0124,0.0049,0.149,272331.12,7868.2,4421.57,4813.9,5535.08,6041.77,4405.18,4979.33,4878.12,6170.27,12657.16,18453.51,26973.72,26857.13,25804.82,40431.69,72039.69,125_150K,0.4509,0.1395,0.0593,425777.68,0.4882,0.006,0.5058
NY-02,NY,02,776971,0.564,0.1014,0.0373,0.005,0.0003,0.0121,0.0067,0.2732,247986.47,7920.1,4625.86,4473.19,4730.47,5384.16,5061.64,4853.55,5323.6,5263.14,10542.34,15811.16,28227.29,28005.11,25262.09,37302.55,55200.23,100_125K,0.3262,0.1896,0.1062,363653.13,0.4848,0.0058,0.5094
NY-03,NY,03,776971,0.5446,0.0392,0.2432,0.0027,0.0003,0.0136,0.0065,0.1498,266452.14,9064.62,3903.06,4892.31,4916.32,5308.56,4988.14,4460.84,5455.32,5326.44,10238.9,15363.38,26167.24,26115.41,22780.22,37714.46,79756.94,125_150K,0.5238,0.2889,0.1405,391276.82,0.5544,0.0048,0.4407
NY-04,NY,04,776971,0.5068,0.1681,0.0752,0.003,0.0003,0.0154,0.0105,0.2208,246638.99,5794.26,4186.26,4319.72,4715.13,5065.82,4793.09,4730.82,4290.87,5379.22,10185.94,15335.34,23122.52,24541.03,22301.71,37023.87,70853.38,125_150K,0.4336,0.2494,0.1155,392362.93,0.5707,0.0049,0.4244
NY-05,NY,05,776971,0.1278,0.407,0.1519,0.01,0.001,0.0498,0.0469,0.2057,248702.49,12917.28,9789.73,6703.66,6566.68,8476.31,7812.16,7642.12,7497.31,8872.71,15050.39,21580.43,30885.75,27549.81,20115.45,26399.14,30843.56,75K_100K,0.2768,0.4392,0.1601,266764.13,0.812,0.002,0.186
NY-06,NY,06,776972,0.234,0.0406,0.457,0.0016,0.0002,0.0114,0.0067,0.2485,274013.87,14720.84,10145.97,9076.8,11016.65,11546.11,9441.72,9395.96,7789.58,8375.31,18922.74,24068.84,34006.24,27423.9,20122.34,26149.0,31811.89,75K_100K,0.3744,0.5511,0.3862,231695.83,0.6458,0.0034,0.3508
NY-07,NY,07,776972,0.3648,0.1022,0.1373,0.0036,0.0007,0.0212,0.0113,0.3591,283043.68,17610.66,13000.96,9276.4,10820.69,9478.37,8966.61,8355.24,7688.84,8333.81,16188.05,21714.46,32500.37,25325.87,20761.54,28845.35,44176.43,75K_100K,0.4151,0.3442,0.2247,248210.16,0.8026,0.0035,0.1939
NY-08,NY,08,776971,0.2739,0.4291,0.0977,0.0026,0.0004,0.0111,0.0237,0.1615,296189.08,26656.24,21498.88,13726.6,12582.05,11243.66,10534.75,9529.48,9322.61,10353.62,18499.69,20641.35,32802.58,24914.72,18774.26,22038.12,33070.47,60K_75K,0.3521,0.3753,0.1927,262021.45,0.7779,0.002,0.2201
NY-09,NY,09,776971,0.3228,0.4131,0.1014,0.0022,0.0004,0.02,0.0262,0.1139,279608.2,16541.25,16597.24,11219.54,10946.76,11062.16,9731.47,9852.55,8578.88,9303.58,19127.35,23637.22,33238.95,26505.63,19901.99,23673.43,29690.19,60K_75K,0.3694,0.4078,0.1702,268176.29,0.7607,0.002,0.2373
NY-10,NY,10,776972,0.4868,0.0602,0.2338,0.0026,0.0006,0.0175,0.007,0.1915,310305.19,19194.78,14450.36,8960.5,9337.4,8356.75,7263.24,7367.68,7110.01,7020.2,13063.95,17381.26,26950.95,22457.37,18746.6,30485.76,92158.37,100_125K,0.6057,0.2992,0.2133,284389.05,0.8532,0.0048,0.142
NY-11,NY,11,776971,0.5144,0.0699,0.2155,0.0026,0.0004,0.0093,0.0051,0.1828,266512.33,13492.56,10478.25,7854.91,8188.19,8336.62,8052.91,7011.53,7713.1,8179.52,16549.1,21129.94,30843.77,26087.01,20969.74,30871.77,40753.42,75K_100K,0.364,0.3395,0.2163,293196.9,0.4594,0.0044,0.5362
NY-12,NY,12,776971,0.6519,0.0524,0.1571,0.0029,0.0008,0.0172,0.0054,0.1122,376676.4,19034.97,11062.01,7494.81,8602.64,7324.98,7097.04,6430.58,6111.04,6578.35,12959.14,19306.64,30203.05,32030.42,24000.82,41073.43,137366.49,125_150K,0.7923,0.264,0.0666,340310.47,0.8555,0.0058,0.1387
NY-13,NY,13,776971,0.1542,0.2409,0.0562,0.0028,0.0005,0.0118,0.0106,0.5231,311165.85,32904.07,28453.42,16232.82,15807.6,14008.31,10277.97,11248.81,11575.03,10089.15,21019.56,25773.59,32241.71,22743.55,15945.78,17998.97,24845.51,50K_60K,0.344,0.3671,0.2524,273483.41,0.8861,0.0024,0.1114
NY-14,NY,14,776970,0.184,0.1392,0.1251,0.0027,0.0004,0.0162,0.0088,0.5237,259791.57,20312.11,15121.14,10273.8,11345.99,10952.15,10295.0,9009.3,8793.97,7934.25,18897.23,22656.22,30026.43,23471.54,17578.94,21823.53,21299.97,60K_75K,0.2765,0.4008,0.2902,229510.03,0.7758,0.0029,0.2213
NY-15,NY,15,776971,0.093,0.3217,0.036,0.0023,0.0003,0.0114,0.0108,0.5244,280584.56,32592.73,28857.57,16199.85,14814.62,13119.66,11154.67,11612.54,10916.07,10781.58,19552.65,22720.11,30384.78,17901.07,12360.74,13818.25,13797.68,45K_50K,0.2179,0.3713,0.2525,216541.42,0.8534,0.0019,0.1448
NY-16,NY,16,776972,0.3973,0.2131,0.0732,0.0025,0.0003,0.0171,0.0087,0.2878,288689.15,14793.48,10428.81,7692.87,9125.57,8190.58,7137.87,7388.34,8282.0,8562.59,14024.01,19541.91,29651.51,26810.97,19695.06,28835.08,68528.51,75K_100K,0.473,0.3023,0.1306,332789.42,0.7217,0.0047,0.2737
NY-17,NY,17,776971,0.6442,0.0759,0.057,0.0039,0.0002,0.0157,0.0042,0.1989,258512.43,7923.03,4965.46,5995.68,5932.83,5979.82,5743.9,6243.04,5231.12,5847.4,11198.88,16370.79,26943.12,24027.44,22453.4,32287.83,71368.68,100_125K,0.4849,0.2013,0.1247,384272.53,0.5476,0.006,0.4464
NY-18,NY,18,776971,0.6311,0.1086,0.0361,0.009,0.0005,0.0275,0.0063,0.1809,284461.13,12952.82,8974.58,9429.23,9318.3,8727.22,8982.64,8921.27,8059.53,8566.7,17028.92,23462.44,32351.54,30624.86,23544.5,32621.68,40894.91,75K_100K,0.3456,0.1232,0.0793,362181.45,0.5416,0.0084,0.4501
NY-19,NY,19,776971,0.7989,0.0535,0.0413,0.0157,0.0005,0.0177,0.0046,0.0679,311978.77,17055.8,13388.79,12634.75,12553.91,13109.32,11188.86,11512.42,11952.26,12000.83,23184.02,29835.89,39640.93,31650.43,21389.26,24969.45,25911.87,60K_75K,0.336,0.0791,0.0313,379571.53,0.5168,0.0115,0.4717
NY-20,NY,20,776971,0.7149,0.1054,0.0645,0.0135,0.0007,0.0205,0.0093,0.0712,322990.05,14810.2,11809.28,10819.0,10146.54,9769.93,10626.74,11197.45,10084.63,10395.33,21840.92,28910.32,42644.59,34689.98,26432.37,33821.54,34991.23,75K_100K,0.4079,0.0987,0.0358,380023.14,0.5909,0.0115,0.3976
NY-21,NY,21,776971,0.8762,0.0318,0.012,0.0258,0.0008,0.0159,0.0026,0.0349,312595.97,14293.99,13421.18,13304.72,13678.4,12922.93,12684.84,12156.85,12144.81,12276.87,24258.72,32530.07,43881.08,33458.08,21216.26,22410.21,17956.96,60K_75K,0.2487,0.04,0.0166,352670.18,0.4153,0.0113,0.5734
NY-22,NY,22,776971,0.7574,0.1046,0.0462,0.0167,0.0006,0.0137,0.0051,0.0557,310588.43,17644.99,12152.89,13062.48,13078.16,11886.25,12751.18,11129.5,11130.55,11933.94,22934.12,29666.72,40011.84,31435.35,21586.0,25781.04,24403.41,60K_75K,0.3363,0.0846,0.0434,367695.83,0.5517,0.0114,0.4369
NY-23,NY,23,776971,0.8822,0.0294,0.015,0.0212,0.0004,0.0133,0.0023,0.0362,321137.79,14969.46,13578.4,12631.24,13059.19,14337.08,12990.7,12952.23,12465.48,12420.39,23203.51,31600.68,42092.81,33002.62,22524.01,26030.19,23279.78,60K_75K,0.2954,0.032,0.0159,397979.82,0.4021,0.0125,0.5853
NY-24,NY,24,776971,0.8769,0.0339,0.0106,0.0197,0.0005,0.0144,0.0026,0.0414,316559.02,15122.91,11685.17,11873.31,11920.8,13026.09,12770.77,13200.56,12018.04,12698.39,25382.02,32688.54,45152.39,33774.67,22752.79,24735.05,17757.52,60K_75K,0.2501,0.0336,0.0181,374496.02,0.3909,0.0139,0.5952
NY-25,NY,25,776971,0.6717,0.1574,0.0493,0.0092,0.0004,0.0122,0.0055,0.0943,321936.2,16274.45,12901.19,12319.56,12484.84,13490.41,12225.81,11573.54,11700.43,11590.72,21676.69,30508.76,41768.98,33049.49,22187.18,28617.93,29566.23,60K_75K,0.4085,0.0906,0.0498,387058.91,0.5976,0.0131,0.3894
NY-26,NY,26,776971,0.6451,0.1918,0.0628,0.0118,0.0004,0.0094,0.0058,0.0728,335072.12,22970.21,17919.99,14148.36,15917.22,15023.98,13591.1,14183.46,13760.79,12688.7,23537.99,32598.43,42865.85,31865.55,20352.13,22472.68,21175.67,60K_75K,0.3429,0.0938,0.0507,351153.89,0.6223,0.009,0.3687
OH-01,OH,01,786630,0.6744,0.2047,0.052,0.0116,0.001,0.0103,0.0056,0.0403,323575.73,20025.89,14154.09,11865.77,11963.1,10879.2,11916.91,11069.49,10943.79,11250.04,19598.28,27301.6,38637.07,30180.66,23004.02,28613.49,42172.34,75K_100K,0.4508,0.0773,0.0281,410516.37,0.5362,0.0124,0.4514
OH-02,OH,02,786629,0.9154,0.0284,0.0083,0.021,0.0004,0.009,0.0024,0.0149,304044.8,15950.15,16389.54,13732.58,14597.68,13785.93,13041.99,12378.45,11922.69,12363.41,22735.18,30158.63,41060.28,29711.35,20238.42,19246.18,16732.33,60K_75K,0.2031,0.016,0.0059,377204.36,0.2672,0.0108,0.722
OH-03,OH,03,786630,0.5509,0.2918,0.0638,0.0093,0.0006,0.0115,0.0094,0.0628,327917.91,17105.58,13207.8,12273.97,10989.73,13408.34,13248.74,14607.51,13540.99,13561.09,25026.78,31436.52,41390.6,29851.19,21716.61,24815.03,31737.44,60K_75K,0.4424,0.1369,0.0582,380521.46,0.7139,0.0114,0.2747
OH-04,OH,04,786630,0.8509,0.0594,0.035,0.0158,0.0007,0.0098,0.0033,0.0251,303570.76,12057.75,10196.16,10110.8,10963.94,11232.99,10669.89,11860.87,12814.22,11949.76,23013.44,30176.32,42129.14,33027.01,20983.47,25048.68,27336.33,60K_75K,0.2817,0.0397,0.014,399613.02,0.3147,0.0128,0.6725
